Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Investor Count,Valuation to Funding Ratio
Il Makiage,$2B,1/10/2022,E-commerce & direct-to-consumer,New York,United States,North America,2018,$29M,"L Catterton, Franklin Templeton, First Light Capital Group",5,68.97
Iluvatar CoreX,$2B,3/1/2021,Hardware,Shanghai,China,Asia,2015,$186M,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",8,10.75
Jusfoun Big Data,$2B,7/9/2018,Data management & analytics,Beijing,China,Asia,2010,$137M,"Boxin Capital, DT Capital Partners, IDG Capital",27,14.60
Pagaya,$2B,6/17/2020,Fintech,Tel Aviv,Israel,Asia,2015,$417M,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office",15,4.80
PolicyBazaar,$2B,5/6/2019,Fintech,Gurgaon,India,Asia,2008,$634M,"Info Edge, Softbank Capital",22,3.15
Promasidor Holdings,$2B,11/8/2016,Consumer & retail,Bryanston,South Africa,Asia,1979,$556M,"IFC, Ajinomoto",2,3.60
Tubatu.com,$2B,3/9/2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2008,$216M,"Sequoia Capital China, Matrix Partners China, 58.com",3,9.26
Ximalaya FM,$2B,9/22/2017,Mobile & telecommunications,Shanghai,China,Asia,2012,$71M,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",11,28.17
HEYTEA,$2B,7/1/2019,Other,Shenzhen,China,Asia,2012,$594M,"Sequoia Capital China, Tencent Investment, BA Capital",13,3.37
BGL Group,$2B,11/24/2017,Fintech,Peterborough,United Kingdom,Europe,1992,$696M,CPP Investment Board,1,2.87
Claroty,$2B,6/17/2021,Cybersecurity,New York,United States,North America,2015,$640M,"Bessemer Venture Partners, MoreVC, Team8",22,3.13
Improbable,$2B,5/11/2017,Other,London,United Kingdom,Europe,2012,$754M,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",7,2.65
InMobi,$2B,12/2/2014,Mobile & telecommunications,Bengaluru,India,Asia,2007,$221M,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",8,9.05
MindMaze,$2B,1/28/2016,Health,Lausanne,Switzerland,Europe,2012,$340M,Hinduja Group,5,5.88
Ninja Van,$2B,9/27/2021,"Supply chain, logistics, & delivery",,Singapore,Asia,2014,$975M,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",15,2.05
Pantheon Systems,$2B,7/13/2021,Internet software & services,San Francisco,United States,North America,2010,$200M,"Foundry Group, Scale Venture Partners, SoftBank Group",1,10.00
SellerX,$2B,12/9/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,$766M,"Cherry Ventures, Felix Capital, 83North",13,2.61
AppDirect,$2B,10/7/2015,E-commerce & direct-to-consumer,San Francisco,United States,North America,2009,$431M,"Mithril, iNovia Capital, Foundry Group",10,4.64
BrewDog,$2B,4/10/2017,Consumer & retail,Aberdeen,United Kingdom,Europe,2007,$233M,"TSG Consumer Partners, Crowdcube",4,8.58
Enflame,$2B,1/5/2021,Hardware,Shanghai,China,Asia,2018,$472M,"Tencent Holdings, Delta Capital, Redpoint Ventures China",18,4.24
Tradeshift,$2B,5/30/2018,Fintech,San Francisco,United States,North America,2009,$861M,"Notion Capital, Scentan Ventures, Kite Ventures",28,2.32
HeartFlow,$2B,12/4/2017,Health,Redwood City,United States,North America,2007,$568M,"BlueCross BlueShield Venture Partners, US Venture Partners",12,3.52
Extend,$2B,5/18/2021,Fintech,San Francisco,United States,North America,2004,$320M,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures",12,6.25
Airbyte,$2B,12/17/2021,Internet software & services,San Francisco,United States,North America,2020,$181M,"Accel, Benchmark, SV Angel",14,11.05
Andela,$2B,9/29/2021,Internet software & services,New York,United States,North America,2014,$381M,"Spark Capital, Google Ventures, CRE Venture Capital",29,5.25
Ascend Money,$2B,9/27/2021,Fintech,Bangkok,Thailand,Asia,2013,$150M,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",3,13.33
Athelas,$2B,1/31/2022,Health,Mountain View,United States,North America,2016,$150M,"Sequoia Capital, General Catalyst, Human Capital",11,13.33
Built,$2B,9/30/2021,Internet software & services,Nashville,United States,North America,2015,$289M,"Nyca Partners, Index Ventures, Technology Crossover Ventures",22,6.92
candy.com,$2B,10/21/2021,Fintech,New York,United States,North America,2021,$100M,"Insight Partners, Softbank Group, Connect Ventures",9,20.00
Cognite,$2B,5/19/2021,Data management & analytics,Lysaker,Norway,Europe,2016,$225M,"Technology Crossover Ventures, Accel, Aker",5,8.89
CoinList,$2B,10/15/2021,Fintech,San Francisco,United States,North America,2017,$119M,"Accomplice, Polychain Capital, GoldenTree Asset Management",21,16.81
Collective Health,$2B,6/17/2019,Fintech,San Francisco,United States,North America,2013,$719M,"New Enterprise Associates, Founders Fund, Google Ventures",27,2.78
Culture Amp,$2B,7/29/2021,Internet software & services,Richmond,Australia,Oceania,2011,$257M,"Felicis Ventures, Index Ventures, Blackbird Ventures",12,7.78
Devo,$2B,10/26/2021,Data management & analytics,Cambridge,United States,North America,2011,$381M,"Insight Partners, Kibo Ventures, Bessemer Venture Partners",10,5.25
ElasticRun,$2B,2/7/2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,$435M,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",9,4.60
Gett,$2B,5/24/2016,Auto & transportation,London,United Kingdom,Europe,2010,$828M,"Volkswagen, Access Industries, Vostok New Ventures",11,2.42
ID.me,$2B,3/19/2021,Cybersecurity,McLean,United States,North America,2010,$142M,"Moonshots Capital, BoxGroup, Blu Venture Investors",31,14.08
impact.com,$2B,7/13/2021,Internet software & services,Santa Barbara,United States,North America,2008,$261M,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",#N/A,7.66
Ledger,$2B,6/10/2021,Hardware,Paris,France,Europe,2014,$466M,"Digital Currency Group, Draper Esprit, Korelya Capital",46,4.29
Lusha,$2B,11/10/2021,Internet software & services,New York,United States,North America,2016,$245M,"PSG, ION Crossover Partners",2,8.16
Matillion,$2B,9/15/2021,Data management & analytics,Altrincham,United Kingdom,Europe,2011,$310M,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",8,6.45
MOLOCO,$2B,4/29/2021,Artificial intelligence,Redwood City,United States,North America,2013,$192M,"Smilegate Investment, DSC Investments, KTB Ventures",8,10.42
Mu Sigma,$2B,2/7/2013,Data management & analytics,Northbrook,United States,North America,2004,$211M,"Sequoia Capital, General Atlantic",8,9.48
Next Silicon,$2B,6/14/2021,Hardware,Tel Aviv,Israel,Asia,2018,$203M,"Amiti Ventures, Playground Global, Aleph",9,9.85
NotCo,$2B,7/26/2021,Artificial Intelligence,Santiago,Chile,South America,2015,$370M,"Kaszek Ventures, SOSV, Tiger Global Management",18,5.41
Olist,$2B,12/15/2021,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,$320M,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",13,6.25
Pacaso,$2B,3/24/2021,Fintech,Cincinnati,United States,North America,2020,$217M,"Global Founders Capital, Shea Ventures, Greycroft",16,9.22
Paradox,$2B,12/27/2021,Internet software & services,Scottsdale,United States,North America,2016,$253M,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",14,7.91
Persona,$2B,9/15/2021,Cybersecurity,San Francisco,United States,North America,2018,$218M,"Coatue Management, Index Ventures, Founders Fund",6,9.17
SmartRecruiters,$2B,7/20/2021,Internet software & services,San Francisco,United States,North America,2010,$225M,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",7,8.89
Snapdocs,$2B,5/25/2021,Fintech,San Francisco,United States,North America,2012,$253M,"Sequoia Capital, Y Combinator, F-Prime Capital",13,7.91
Solugen,$2B,9/10/2021,Other,Houston,United States,North America,2016,$435M,"Fifty Years Fund, Refactor Capital, Temasek",20,4.60
StoreDot,$2B,1/4/2022,Other,Herzliya,Israel,Asia,2012,$190M,"Samsung Ventures, SingulariTeam, BP Ventures",14,10.53
Strava,$2B,11/16/2020,Internet software & services,San Francisco,United States,North America,2009,$152M,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",7,13.16
Temporal,$2B,2/16/2022,Internet software & services,Bellevue,United States,North America,2019,$129M,"Amplify Partners, Addition, Madrona Venture Group",5,15.50
TuJia,$2B,6/17/2015,Travel,Beijing,China,Asia,2011,$755M,"GGV Capital, QiMing Venture Partnersl",13,2.65
Uplight,$2B,3/3/2021,Other,Boulder,United States,North America,2019,Unknown,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",19,0.00
Veho,$2B,12/21/2021,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,$299M,"General Catalyst, Origin Ventures, Fontinalis Partners",12,6.69
Veriff,$2B,1/26/2022,Artificial intelligence,Tallinn,Estonia,Europe,2015,$177M,"Accel, Institutional Venture Partners, Tiger Global Management",15,11.30
Whatnot,$2B,9/16/2021,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,$225M,"Y Combinator, Andreessen Horowitz, Wonder Ventures",22,8.89
Zenoti,$2B,12/15/2020,Internet software & services,Bellevue,United States,North America,2010,$331M,"Norwest Venture Partners, Accel, Tiger Global Management",9,6.04
Zeta,$2B,5/24/2021,Fintech,San Francisco,United States,North America,2015,$340M,"Sodexo Ventures, SoftBank Group",5,5.88
Loom,$2B,5/20/2021,Internet software & services,San Francisco,United States,North America,2016,$204M,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst",15,9.80
Mobile Premier League,$2B,9/15/2021,Internet software & services,Bengaluru,India,Asia,2018,$376M,"Sequoia Capital India, RTP Global, Go-Ventures",30,5.32
Uala,$2B,8/13/2021,Fintech,Buenos Aires,Argentina,South America,2017,$544M,"Soros Fund Management, Ribbit Capital, Monashees+",21,3.68
Wenheyou,$2B,4/17/2021,Other,Hunan,China,Asia,2013,$90M,"Sequoia Capital China, Warburg Pincus, IDG Capital",7,22.22
Star Charge,$2B,5/19/2021,Auto & transportation,Changzhou,China,Asia,2014,$125M,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",9,16.00
ABL Space Systems,$2B,3/25/2021,Other,El Segundo,United States,North America,2017,$419M,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",9,4.77
Afiniti,$2B,4/14/2017,Artificial intelligence,Hamilton,Bermuda,North America,2006,$120M,GAM Holding,10,16.67
ASAPP,$2B,5/19/2021,Artificial intelligence,New York,United States,North America,2014,$380M,"March Capital Partners, HOF Capital, Emergence Capital Partners",13,5.26
BitSight Technologies,$2B,9/13/2021,Cybersecurity,Boston,United States,North America,2013,$401M,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",9,4.99
Cao Cao Mobility,$2B,1/17/2018,Auto & transportation,Hangzhou,China,Asia,2015,$744M,"People Electrical Appliance Group China, Zhongrong International Trust",5,2.69
Capitolis,$2B,3/22/2022,Fintech,New York,United States,North America,2017,$282M,"Sequoia Capital, Index Ventures, S Capital",#N/A,7.09
Carbon,$2B,8/20/2015,Hardware,Redwood City,United States,North America,2013,$682M,"Google Ventures, Sequoia Capital, Wakefield Group",24,2.93
Clio,$2B,4/27/2021,Internet software & services,Burnaby,Canada,North America,2008,$386M,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",10,5.18
Cresta,$2B,3/17/2022,Artificial Intelligence,San Francisco,United States,North America,2017,$151M,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",#N/A,13.25
Exabeam,$2B,6/1/2021,Cybersecurity,Foster City,United States,North America,2013,$390M,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",9,5.13
ezCater,$2B,4/2/2019,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,$421M,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",21,4.75
HomeLight,$2B,9/2/2021,Fintech,San Francisco,United States,North America,2012,$219M,"Zeev Ventures, Menlo Ventures,Crosslink Capital",19,9.13
HoneyBook,$2B,5/4/2021,Internet software & services,San Francisco,United States,North America,2013,$498M,"Norwest Venture Partners, Hillsven Capital, Aleph",23,4.02
Infinidat,$2B,4/29/2015,Hardware,Waltham,United States,North America,2011,$325M,"TPG Growth, Goldman Sachs",6,6.15
Mercury,$2B,7/3/2021,Fintech,San Francisco,United States,North America,2019,$152M,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",39,13.16
Paxos,$2B,4/29/2021,Fintech,New York,United States,North America,2012,$538M,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",1,3.72
SafetyCulture,$2B,5/3/2021,Internet software & services,Sydney,Australia,Oceania,2004,$222M,"Blackbird Ventures, IndexVentures, Tiger Global Management",12,9.01
SmartHR,$2B,6/8/2021,Fintech,Tokyo,Japan,Asia,2013,$190M,"BEENEXT, World Innovation Lab, Light Street Capital",20,10.53
Tonal,$2B,3/31/2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,$450M,"Mayfield Fund, Shasta Ventures, L Catterton",27,4.44
Truepill,$2B,10/27/2021,Health,Hayward,United States,North America,2016,$255M,"Initialized Capital, Sound Ventures, TI Platform Management",12,7.84
Unite Us,$2B,3/16/2021,Health,New York,United States,North America,2014,$195M,"Insight Partners, Sequoia Capital, Index Ventures",15,10.26
Verkada,$2B,1/29/2020,Cybersecurity,San Mateo,United States,North America,2016,$139M,"next47, First Round Capital, Sequoia Capital",7,14.39
Wayflyer,$2B,2/1/2022,Fintech,Dublin,Ireland,Europe,2019,$236M,"QED Investors, DST Global, Left Lane Capital",11,8.47
Zhubajie,$2B,6/16/2015,Internet software & services,Chongqing,China,Asia,2006,$445M,"Cybernaut Growth Fund, IDG Capital",3,4.49
Transcarent,$2B,1/11/2022,Health,San Francisco,United States,North America,2020,$298M,"Alta Partners, General Catalyst, Jove Equity Partners",15,6.71
Trader Interactive,$2B,5/12/2021,Other,Norfolk,United States,North America,2017,$624M,Carsales,15,3.21
Glossier,$2B,3/19/2019,Consumer & retail,New York,United States,North America,2014,$266M,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",16,7.52
Hibob,$2B,10/12/2021,Internet software & services,Tel Aviv,Israel,Asia,2015,$274M,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",15,7.30
Jobandtalent,$2B,12/1/2021,Internet software & services,Madrid,Spain,Europe,2009,$902M,"Kibo Ventures, SoftBank Group, Atomico",20,2.22
Optimism,$2B,3/17/2022,Internet software & services,San Francisco,United States,North America,2019,$179M,"Paradigm, Huobi Ventures, Andreessen Horowitz",#N/A,11.17
solarisBank,$2B,7/13/2021,Fintech,Berlin,Germany,Europe,2016,$403M,"Yabeo Capital, SBI Investment, Vulcan Capital",20,4.96
WEMAKEPRICE,$2B,9/9/2015,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,$397M,"IMM Investment, NXC",3,5.04
Alan,$2B,4/19/2021,Fintech,Paris,France,Europe,2016,$364M,"Index Ventures, Temasek, Portag3 Ventures",13,5.49
Biren Technology,$2B,8/18/2020,Hardware,Shanghai,China,Asia,2019,$285M,"V FUND, IDG Capital, Green Pine Capital Partners",32,7.02
Voodoo,$2B,8/17/2020,Other,Paris,France,Europe,2013,$517M,"Tencent Holdings, Goldman Sachs",3,3.87
Carsome,$2B,7/12/2021,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,$577M,"Gobi Partners, 500 Startups, Ondine Capital",24,3.47
CircleCI,$2B,5/11/2021,Internet software & services,San Francisco,United States,North America,2011,$315M,"Threshold Ventures, Baseline Ventures, Harrison Metal",26,6.35
DealShare,$2B,1/27/2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,$612M,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",19,3.27
DispatchHealth,$2B,3/3/2021,Health,Denver,United States,North America,2013,$403M,"Alta Partners, Questa Capital, Echo Health Venturesl",9,4.96
Dragos,$2B,10/28/2021,Cybersecurity,Hanover,United States,North America,2016,$358M,"DataTribe, Energy Impact Partners, AllegisCyber Capital",13,5.59
Gousto,$2B,11/3/2020,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,$311M,"MMC Ventures, BGF Ventures, Unilever Ventures",16,6.43
H2O.ai,$2B,11/7/2021,Artificial intelligence,Mountain View,United States,North America,2011,$251M,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",21,7.97
Harness,$2B,1/14/2021,Artificial intelligence,San Francisco,United States,North America,2016,$195M,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",2,10.26
Harry's,$2B,2/16/2018,Consumer & retail,New York,United States,North America,2013,$792M,"Thrive Capital, Tiger Global Management, Temasek",25,2.53
PAX,$2B,10/22/2018,Consumer & retail,San Francisco,United States,North America,2007,$542M,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",10,3.69
Productboard,$2B,2/2/2022,Internet software & services,San Francisco,United States,North America,2014,$261M,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",13,7.66
Reltio,$2B,11/4/2021,Data management & analytics,Redwood City,United States,North America,2011,$237M,"Crosslink Capital, .406 Ventures, Sapphire Ventures",9,8.44
Spotter,$2B,2/16/2022,Fintech,Los Angeles,United States,North America,2019,$231M,"SoftBank Group, Access Industries, Crossbeam Venture Partners",6,8.66
Vestiaire Collective,$2B,3/1/2021,E-commerce & direct-to-consumer,Paris,France,Europe,2009,$663M,"Eurazeo, IDInvest Partners, Balderton Capital",17,3.02
Wave,$2B,9/7/2021,Fintech,Dakar,Senegal,Africa,2018,$200M,"Stripe, Founders Fund, Partech Partners",2,10.00
ZenBusiness,$2B,11/9/2021,Fintech,Austin,United States,North America,2015,$275M,"Greycroft, Lerer Hippeau, Geekdom Fund",19,7.27
Bowery Farming,$2B,5/25/2021,Other,New York,United States,North America,2015,$497M,"Temasek, Google Ventures, General Catalyst",31,4.02
Greenlight,$2B,9/24/2020,Fintech,Atlanta,United States,North America,2014,$557M,"Relay Ventures, TTV Capital, Canapi Ventures",22,3.59
KeepTruckin,$2B,4/23/2019,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$417M,"Google Ventures, Index Ventures, Scale Venture Partners",8,4.80
Odoo,$2B,7/29/2021,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,$229M,"Summit Partners, Noshaq, Sofinnova Partners",6,8.73
Skydance Media,$2B,2/11/2020,Other,Santa Monica,United States,North America,2010,$275M,"RedBird Capital Partners, CJ ENM, Tencent Holdings",4,7.27
Uptake,$2B,10/27/2015,Artificial intelligence,Chicago,United States,North America,2014,$218M,"Revolution, New Enterprise Associates, Caterpillar",8,9.17
MoMo,$2B,12/10/2021,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,$434M,"Goodwater Capital, Warburg Pincus, GS Growth",10,4.61
Algolia,$2B,7/28/2021,Internet software & services,San Francisco,United States,North America,2012,$334M,"Accel, Alven Capital, Storm Ventures",28,5.99
Pattern,$2B,10/6/2021,Internet software & services,Lehi,United States,North America,2013,$277M,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",5,7.22
Spinny,$2B,11/24/2021,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,$509M,"General Catalyst, Eleation Capital, Avenir Growth Capital",20,3.93
Trulioo,$2B,6/7/2021,Cybersecurity,Vancouver,Canada,North America,2011,$474M,"Blumberg Capital, American Express Ventures, BDC Venture Capital",12,4.22
Zume,$2B,11/1/2018,Consumer & retail,Mountain View,United States,North America,2015,$423M,"Softbank Group, AME Cloud Ventures, SignalFire",6,4.73
AIWAYS,$2B,4/16/2018,Auto & transportation,Shanghai,China,Asia,2017,$792M,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",10,2.53
Bitso,$2B,5/5/2021,Fintech,Mexico City,Mexico,North America,2014,$378M,"Pantera Capital, QED Investors, Coinbase Ventures",22,5.29
BloomReach,$2B,2/23/2022,Artificial intelligence,Mountain View,United States,North America,2009,$422M,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",8,4.74
Current,$2B,4/27/2021,Fintech,New York,United States,North America,2015,$402M,"Expa, QED Investors, Foundation Capital",18,4.98
Dialpad,$2B,10/6/2020,Internet software & services,San Francisco,United States,North America,2011,$400M,"Andreessen Horowitz, Google Ventures, Section 32",15,5.00
G7 Networks,$2B,2/15/2022,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,$710M,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",17,2.82
Gympass,$2B,6/12/2019,Internet software & services,New York,United States,North America,2012,$525M,"General Atlantic, SoftBank Group, Atomico",10,3.81
MUSINSA,$2B,11/11/2019,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,$287M,Sequoia Capital,2,6.97
NuCom Group,$2B,2/22/2018,Other,Unterfoehring,Germany,Europe,2016,$550M,General Atlantic,1,3.64
Reify Health,$2B,8/10/2021,Health,Boston,United States,North America,2012,$259M,"Sierra Ventures, Battery Ventures, Asset Management Ventures",8,7.72
Diamond Foundry,$2B,3/29/2021,Other,San Francisco,United States,North America,2012,$351M,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",16,5.70
FullStory,$2B,8/4/2021,Internet software & services,Atlanta,United States,North America,2014,$172M,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",9,11.63
Lightricks,$2B,7/31/2019,Artificial intelligence,Jerusalem,Israel,Asia,2013,$305M,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",16,6.56
Opentrons,$2B,9/23/2021,Hardware,New York,United States,North America,2016,$240M,"SOSV, Khosla Ventures, Lerer Hippeau",8,8.33
ZocDoc,$2B,8/20/2015,Health,New York,United States,North America,2007,$374M,"Founders Fund, Khosla Ventures, Goldman Sachs",15,5.35
Accelerant,$2B,1/12/2022,Other,Colchester,United Kingdom,Europe,2018,$193M,"Deer Park Road, Altamont Capital Partners, Eldridge",5,10.36
Huaqin Telecom Technology,$2B,10/8/2019,Mobile & telecommunications,Shanghai,China,Asia,2005,$298M,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",16,6.71
Addepar,$2B,6/15/2021,Fintech,Mountain View,United States,North America,2009,$676M,"8VC, D1 Capital Partners, Sway Ventures",18,2.96
YITU Technology,$2B,3/8/2018,Artificial intelligence,Shanghai,China,Asia,2012,$401M,"Sequoia Capital China, Banyan Capital",11,4.99
CloudWalk,$2B,9/8/2021,Fintech,Sao Paulo,Brazil,South America,2015,$345M,"Plug and Play Ventures, Valor Capital Group, DST Global",38,5.80
Retool,$2B,12/22/2021,Internet software & services,San Francisco,United States,North America,2000,$96M,Sequoia Capital,2,20.83
Volocopter,$2B,3/4/2022,Auto & transportation,Bruchsal,Germany,Europe,2011,$599M,"btov Partners, Geely, Intel Capital",#N/A,3.34
Acorns,$2B,3/9/2022,Fintech,Irvine,United States,North America,2012,$507M,"e.ventures, Bain Capital Ventures, Greycroft",#N/A,3.94
Aledade,$2B,1/19/2021,Health,Bethesda,United States,North America,2014,$295M,"Venrock, CVF Capital Partners, ARCH Venture Partners",13,6.78
CoinSwitch Kuber,$2B,10/6/2021,Fintech,Bangalore,India,Asia,2017,$301M,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",7,6.64
ConcertAI,$2B,3/29/2022,Artificial Intelligence,Boston,United States,North America,2018,$300M,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel",#N/A,6.67
Eightfold.ai,$2B,10/27/2020,Internet software & services,Santa Clara,United States,North America,2016,$397M,"Foundation Capital, Institutional Venture Partners, General Catalyst",6,5.04
FirstCry,$2B,2/7/2020,E-commerce & direct-to-consumer,Pune,India,Asia,2010,$441M,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",15,4.54
Forto,$2B,6/21/2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,$593M,"Cherry Ventures, Northzone Ventures, Global Founders Capital",20,3.37
GoCardless,$2B,2/8/2022,Fintech,London,United Kingdom,Europe,2011,$529M,"Accel, Passion Capital, Balderton Capital",16,3.78
InVision,$2B,11/1/2017,Internet software & services,New York,United States,North America,2011,$349M,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",9,5.73
Jeeves,$2B,3/14/2022,Fintech,Orlando,United States,North America,2019,$268M,"Tencent Holdings, CRV, Clocktower Technology Ventures",#N/A,7.46
Medable,$2B,10/26/2021,Internet software & services,Palo Alto,United States,North America,2013,$507M,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",13,3.94
Moveworks,$2B,6/30/2021,Artificial intelligence,Mountain View,United States,North America,2016,$305M,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",11,6.56
MX Technologies,$2B,1/13/2021,Fintech,Lehi,United States,North America,2010,$450M,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures",31,4.44
PayFit,$2B,1/6/2022,Fintech,London,United Kingdom,Europe,2016,$496M,"Accel, frst, Kima Ventures",13,4.03
ReCharge,$2B,5/6/2021,Fintech,Los Angeles,United States,North America,2017,$277M,"ICONIQ Growth, Bain Capital Ventures, Summit Partners",3,7.22
Roofstock,$2B,3/10/2022,Fintech,Oakland,United States,North America,2015,$365M,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners",#N/A,5.48
Urban Company,$2B,4/27/2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2014,$371M,"VY Capital, Accel, Elevation Capital",17,5.39
Rokt,$2B,12/16/2021,Internet software & services,New York,United States,North America,2012,$487M,"Square Peg Capital, TDM Growth Partners, Tiger Global Management",12,4.11
Starling Bank,$2B,3/8/2021,Fintech,London,United Kingdom,Europe,2014,$791M,"JTC Group, Qatar Investment Authority, Fidelity Investment",11,2.53
Ankorstore,$2B,1/10/2022,E-commerce & direct-to-consumer,Paris,France,Europe,2019,$422M,"Global Founders Capital, Aglae Ventures, Alven Capital",9,4.74
4Paradigm,$2B,12/19/2018,Artificial intelligence,Beijing,China,Asia,2015,$1B,"Sequoia Capital China, China Construction Bank, Bank of China",39,2.00
Advance Intelligence Group,$2B,9/23/2021,Artificial intelligence,,Singapore,Asia,2016,$536M,"Vision Plus Capital, GSR Ventures, ZhenFund",13,3.73
Aiven,$2B,10/18/2021,Internet software & services,Helsinki,Finland,Europe,2016,$210M,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",14,9.52
Akulaku,$2B,2/15/2022,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,$438M,"DCM Ventures, IDG Capital, Siam Commercial Bank",15,4.57
Apeel Sciences,$2B,5/26/2020,Other,Goleta,United States,North America,2012,$640M,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",25,3.13
AppsFlyer,$2B,1/21/2020,Mobile & telecommunications,San Francisco,United States,North America,2011,$293M,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",8,6.83
Avant,$2B,12/17/2012,Artificial intelligence,Chicago,United States,North America,2012,$658M,"RRE Ventures, Tiger Global, August Capital",14,3.04
Aviatrix,$2B,9/8/2021,Internet software & services,Santa Clara,United States,North America,2014,$341M,"Ignition Partners, Formation 8, CRV",12,5.87
BlaBlaCar,$2B,9/16/2015,Auto & transportation,Paris,France,Europe,2006,$449M,"Accel Partners, Index Ventures, Insight Venture Partners",13,4.45
Black Sesame Technologies,$2B,9/22/2021,Artificial intelligence,Shanghai,China,Asia,2016,$115M,"Northern Light Venture Capital, Xiaomi, FutureX Capital",18,17.39
Bunq,$2B,6/18/2021,Fintech,Amsterdam,Netherlands,Europe,2013,$281M,Undisclosed,1,7.12
Calm,$2B,2/6/2019,Consumer & retail,San Francisco,United States,North America,2012,$218M,"Insight Venture Partners, TPG Growth, Sound Ventures",28,9.17
